PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
11,06/11/2025,6:38:29 PM,3,1,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,1,Top,1,0,0,Changeup,,StrikeCalled,,,,,,,82.63829874001058,-0.3591341675138821,2.621414318236849,2289.272010072501,152.08180456333366,11:00,5.194438390664749,-3.0324651232416793,6.0000001920000035,-26.701959667267957,14.990528331282356,-5.506129052240717,2.6351439245086326,-1.0532819602081311,74.0586052645027,-5.417186996660991,1.5761556890561017,0.4647297003587929,,,,,,,,,,,,3.8758992202331206,8.233970954301736,2.8219750371300774,50.00000000000002,5.149707907105242,-5.329229631471269,-119.99216399852759,-1.5507714007661593,5.52787581865503,27.931033795622024,-20.430615006435566,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,edd8bbfc-32be-46cb-b44c-95ac4f4052de,82.88694813713404,5.194198523891069,-3.0375574030446764,-0.35787175911439284,2.6824560816700997,74.25974425578917,2.6362873147436954,-1.049411843104692,-5.39839204793305,1.634998633100584,0.46451889232489696,-6.080822795852736,13.478183675372332,53.040878745747484,74.73977217259224,1376.4134915345824,1829.2764242790013,60.124506195792414,-0.531270348848552,0.7990646879140711,0.2815092200321795,,,,,,,,,,,,,,,,,0.9919276487515978,0,,,medium,high,22.734205044666993,-34.32325822535814,54.667001749343996,Nolan Mccrossin,,Normal cornbelters,2022-11
12,06/11/2025,6:38:52 PM,3,2,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,1,Top,1,0,1,Changeup,,InPlay,,GroundBall,Out,1,0,,74.92401552595395,1.5114347350797188,-0.8050548972314089,1343.3103596636756,129.09176113247517,10:15,4.796348674951517,-0.6591965997864823,6.0000001920000035,-39.35829570055929,11.426691153399446,-10.58211569553394,2.921673050729052,-2.2893017906422197,67.12537360142046,-5.951769888880857,-2.81729731606307,0.5129076712798591,41.37179935608349,30.798615647015797,-11.327761392406087,,,,,85.64926818895049,,-9.976556705032257,1.8249420588339316,5.447848737438583,5.657691956143158,0.7308834924543451,50.0,4.896788002923831,1.8155227794069777,-108.8377030663463,1.8077179246336887,6.374340740362332,23.470072334296695,-25.554178500992627,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,d9c2564b-bbef-42d4-a8f1-4b6efeea6bb7,75.15030795307803,4.792746402493228,-0.6666831895441241,1.552057267327127,-0.7165412859976344,67.29621957299415,2.925601796412424,-2.2836896862933918,-5.891392373796296,-2.732052948683689,0.512670004727625,-11.412273479075667,9.083283638773443,39.911084795292275,11.096568615095778,1030.3741681327353,861.8653003947468,76.70410346501832,-0.4836686233116403,0.6415980448557933,0.5953289944736827,-6.980267032310048,34.844948993114244,21.18327603995526,2.165067632356967,0.050153295179121524,1.0134979810843243,-14.838326015468144,84.35414170247627,,,,,,,,,0.9936309078280248,0,,15.33160922436044,medium,high,99.98691175358621,-18.662348313402326,54.667001749343996,Nolan Mccrossin,,Normal cornbelters,2022-11
13,06/11/2025,6:39:31 PM,4,1,Graham Kasey,,Left,Normal cornbelters,Wally Diaz,,Right,Rex baseball 2025,,1,Top,2,0,0,Fastball,,StrikeCalled,,,,,,,88.0719459085497,-1.117676645718978,3.7321500437096016,2193.0636499109755,138.59278675447163,10:30,5.041884738336102,-2.539272423383189,6.0000001920000035,-20.74017823647699,16.008888219013702,-11.2056320908111,2.272435165848089,0.00047564265236725464,78.89605628078515,-5.044787332296227,1.6084687352443827,0.43630950880233393,,,,,,,,,,,,7.321998213645538,9.036910885103527,2.2413313296802317,49.99999999999996,4.938627341375102,-7.975407400896127,-127.73550068970513,-3.157858368310224,11.851826354753726,31.292399577692603,-17.546362516365352,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,77072705-eeaa-4c34-941c-61b3b956f94b,88.32535579514611,5.043171128479362,-2.5459002610036627,-1.1340116038876291,3.8099940568931414,79.0989066031435,2.272238957123694,0.00547972645548135,-5.046405312745168,1.6842577180130525,0.4361220050485005,-11.937993710630462,14.903694898575527,34.517489043780444,95.63310756093706,1806.9819361518928,1242.7165626085487,82.39532565437601,-0.6179878548221202,0.566657772408473,0.5449678708524214,,,,,,,,,,,,,,,,,0.9962472885884592,0,,,medium,high,3.9302031951565097,-67.29234783748777,54.667001749343996,Nolan Mccrossin,,Normal cornbelters,2022-11
14,06/11/2025,6:39:53 PM,4,2,Graham Kasey,,Left,Normal cornbelters,Wally Diaz,,Right,Rex baseball 2025,,1,Top,2,0,1,Slider,,BallCalled,,,,,,,80.93824368516012,-0.9387131355364682,1.590205307140337,2286.2687531303472,159.39251282786947,11:15,4.903556235533041,-2.1665505449882216,6.0000001920000035,-31.893602503109022,11.54591534835572,-1.839406258974822,1.372907616442091,-0.8415280549388069,72.73377935572654,-6.967735801206294,1.2406449839871032,0.4743665100603369,,,,,,,,,,,,1.542074537921403,6.571005799262591,2.0380513086187193,50.000000000000014,4.808617627487664,-3.210441858998523,-117.58293971934086,-2.8607249611758543,2.110555048258937,26.950131145195545,-23.18066494684628,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,b0a317b2-b20b-4bd8-a656-ab31dca527e5,81.17851273763401,4.900979106058452,-2.1710543199281203,-0.9099260430506524,1.6436072753624718,72.92284782244552,1.3758798919250153,-0.8382495309596723,-6.921865295792255,1.2900429310406292,0.47415076257380956,-2.3420706691755377,9.689310912167823,66.21507586113657,57.031023547587246,922.0625348839872,2092.0863971890617,40.3304525603783,-0.37749850096577764,0.9150658225655177,0.14194866022996927,,,,,,,,,,,,,,,,,0.9969788849197263,0,,,medium,high,38.672078807171495,-20.37847422056666,54.667001749343996,Nolan Mccrossin,,Normal cornbelters,2022-11
15,06/11/2025,6:40:34 PM,4,3,Graham Kasey,,Left,Normal cornbelters,Wally Diaz,,Right,Rex baseball 2025,,1,Top,2,1,1,Slider,,BallCalled,,,,,,,83.81634365212511,-1.9233074434689705,1.3164592240899369,2386.378323795821,155.19473992559867,11:15,5.123463067942587,-1.7371735722514827,6.0000001920000035,-29.23819037101895,11.285025546649752,-2.3159725339494077,0.8982934958746351,-0.7064470675033989,75.38486726805154,-7.440670101093986,0.8762818069589485,0.4581666506136756,,,,,,,,,,,,1.7047740947661059,6.7666553368581095,1.6312624113169691,49.99999999999997,4.949792549191807,-2.7272156548993167,-121.72867578779444,-4.974819490143404,2.501302038358476,28.82862784336387,-22.245784698050365,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,1c7d9bc1-8168-4563-a156-2101d42d29ed,84.05868421235964,5.121365362218827,-1.7415219132053796,-1.8997788565398124,1.3686228902568138,75.57845476938135,0.9008364798380478,-0.7032144711714942,-7.401283705552294,0.9251999678607183,0.4579636827502336,-2.8070878124849625,9.599948858089972,65.51278222535046,59.25949510786206,989.1304716956972,2171.7325835023057,41.44902180147055,-0.37624892218726375,0.91005376718638,0.1738933275971232,,,,,,,,,,,,,,,,,0.9972456463743379,0,,,medium,high,36.66645440292413,49.26952372722284,54.667001749343996,Nolan Mccrossin,,Normal cornbelters,2022-11
16,06/11/2025,6:41:22 PM,4,4,Graham Kasey,,Left,Normal cornbelters,Wally Diaz,,Right,Rex baseball 2025,,1,Top,2,2,1,Fastball,,InPlay,,GroundBall,Out,1,0,,86.79307962248042,1.169572948896664,-0.8079055951996477,,,,4.052379994482606,-0.5848086336771953,6.0000001920000035,,,,2.1632693954712625,-1.335720750754758,77.64305261552317,-5.6104309192948545,-0.8079055951996472,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,78659374-cf14-4209-865c-92f2eb1b6427,87.03484348128663,4.046223114226258,-0.5848086336771949,1.2412999922283867,-0.807905595199649,77.82604871623064,2.168756942721833,-1.3357207507547588,-5.52676837526353,-0.8079055951996491,0.4425008504670156,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749343996,Nolan Mccrossin,,Normal cornbelters,2022-11
17,06/11/2025,6:44:01 PM,1,1,Landen Ray,,Right,Rex baseball 2025,Tyler Thompson,,Right,Normal cornbelters,,1,Bottom,0,0,0,Fastball,,InPlay,,LineDrive,Single,0,0,,88.82861466290973,-1.8641741452354497,-3.4256774671245376,2226.2168333319305,199.4656979511877,12:45,5.257770395840346,2.1535038185681747,6.0000001920000035,-19.552343611230288,16.59340074037205,3.8696022359984297,1.8921426274835453,-0.7116314948859769,79.65036338257045,-5.559658564901266,-2.69251317095123,0.4327131652390357,87.75131567982032,17.588672446952977,12.17199645320212,1869.6523250831365,29.228338185916925,106.04576484233867,26.670106347434587,264.3476426868674,,19.952146320003315,2.937235715430056,-3.256707173839756,9.61012467016466,-1.8763739398825505,49.99999999999997,5.094280637625224,7.587451736885144,-128.82703133126964,-4.8281791237162315,-5.358692929592212,31.978956399237806,-16.361234870517396,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,a8effc78-2433-46ab-b213-1ebc4d38ebbf,89.08868178983721,5.258955499233786,2.156875381515177,-1.8795881216176302,-3.4661338864565097,79.86513867666758,1.8919772516069753,-0.7142419073224743,-5.56083310642974,-2.7319624146346464,0.43252166553145766,4.250653793553757,15.47536298639759,-48.02918304412847,91.43013082252544,1488.7869607492623,-1655.1600449846,66.87520004603627,-0.6305269164615845,-0.7434855492074228,-0.22285655865866477,17.637140953781806,81.76847188438238,26.51681859139365,0.786068372866134,3.348230212072858,2.233093334758299,90.2047177695163,248.48095517810944,43.566544897563894,33.370992066060985,0.6747309097821055,0.6828523793268446,0.11913997864280401,-0.7207761743680624,,,0.9868872666369651,0,0.996134414514742,48.43164366252819,medium,high,7.712882259727201,-8.591328653455529,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
18,06/11/2025,6:44:47 PM,2,1,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,1,Bottom,0,0,0,Fastball,,BallCalled,,,,,,,88.82453719993464,0.0562260821718139,-4.472351013577416,2117.543295861109,205.29396152995255,12:45,5.119982413040888,4.500419749065242,6.0000001920000035,-18.82217297657234,17.405903632138617,6.485073960459762,3.603883702392382,0.8758053302384022,79.34225022307605,-3.511418504472096,-3.2452478720494202,0.4332056988421559,,,,,,,,,,,,-5.039575472901713,9.39854706651382,-4.139136437624276,49.99999999999997,5.113687421087369,9.860091724274634,-128.71984653902263,-0.4766500099004397,-8.27181918659213,32.12179566462391,-16.747535513751192,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,905e71df-1558-44ed-bb27-e44b31c90f05,89.08914339743615,5.121758737315631,4.504681830081303,0.03359412937404409,-4.523432957716934,79.56236212621258,3.6032577047363885,0.8724154788843163,-3.5194802840844956,-3.2962035918177923,0.433010821875618,6.966479011822615,16.32439862165743,-41.20466107802815,11.827929777133056,1593.1576629063925,-1394.933070426309,75.23613170131321,-0.6802306201403127,-0.6587506726085867,-0.3214558364087674,,,,,,,,,,,,,,,,,0.9972629661422227,0,,,medium,high,100.64513679941976,11.06878700885235,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
19,06/11/2025,6:45:02 PM,2,2,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,1,Bottom,0,1,0,Changeup,,InPlay,,GroundBall,Single,0,0,,81.34622974085872,-0.06748805020631654,-5.039402787242662,1824.4403029527189,223.28668037789888,1:30,5.431454587221315,4.441669894284622,6.0000001920000035,-28.886705930852255,14.333427690037613,9.680304548273396,2.9612625797517036,0.5526581066087958,72.88516999014125,-5.529519789564613,-3.210070528590793,0.473167138323205,74.99873094276826,-8.953140222298483,33.29872109797062,,-62.400308926057576,-90.58808662396939,6.168672823913931,19.592937308302506,,26.19739589467595,0.16216685772912284,-6.9441544118322795,7.776026395270176,-4.035731577796931,49.99999999999998,5.409208162367244,10.103134411558036,-117.7951560988735,-0.987480303437477,-9.55679644931051,26.65585227745354,-21.472400826946206,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,19f13829-dfd8-4e3a-bfab-186d93fa60fb,81.58763091513264,5.430692347456571,4.448209333989235,-0.060028726155044905,-5.1170489916689625,73.07894528931133,2.9628291243062366,0.5475736214299913,-5.504357703753812,-3.2864868602033095,0.4729589684818033,10.413622707257707,12.773849655821111,-43.688279186996745,20.090743277861904,1319.2682135492983,-1260.2038722987056,72.31084576536499,-0.5263739094826154,-0.6907345064999719,-0.49579869800779797,40.67294189667907,61.92164839980468,-11.671799344834533,-0.735777873802198,3.1324898147846776,3.1301047787808574,8.64959747465491,17.580320130575426,,,,,,,,,0.9971456762444373,0,,38.50882785380106,medium,high,108.08166895007574,-23.825920019311457,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
20,06/11/2025,6:45:43 PM,3,1,Landen Ray,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,1,Bottom,0,0,0,Changeup,,StrikeCalled,,,,,,,82.07918850622306,-0.15693353943863486,-5.282491166183007,1910.5702236355733,224.3337525848458,1:30,4.954634329057472,4.368589101044621,6.0000001920000035,-27.163236842769912,15.2996631571229,11.244954736248896,2.5445556411525674,0.38219665995005975,73.52067642926261,-5.293253312981589,-3.1586658627851114,0.4690037853167984,,,,,,,,,,,,-7.863676261920342,8.327642392340394,-3.943597700401625,49.99999999999998,4.926059584601374,10.652340705329609,-118.81519356980722,-1.1316803171977965,-11.016791200558709,27.001299006649976,-20.50725477228127,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,462cc7ea-a6b5-40f6-a131-b7c03da3d4e0,82.32045493413918,4.954492414387266,4.375446270913841,-0.15673677830597632,-5.3643435585548715,73.71475063460755,2.545593965405249,0.37683937432405284,-5.275907855179199,-3.239587385620857,0.46880150775525886,12.019184511035004,13.859710898892708,-37.18398120391228,25.834660551251353,1522.1492292520181,-1154.7035564725568,79.66989176433205,-0.5698637399036925,-0.6043764014469472,-0.5567625017159606,,,,,,,,,,,,,,,,,0.9975476200760567,0,,,medium,high,113.25119449612623,-3.417013588121467,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
21,06/11/2025,6:46:05 PM,3,2,Landen Ray,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,1,Bottom,0,0,1,Changeup,,BallCalled,,,,,,,83.26707054882054,-0.9047736634948423,-3.6017326616344123,2044.151325993484,223.38847009702144,1:30,5.240066273669178,3.603032046531982,6.0000001920000035,-25.747584176079844,15.352706127930926,11.110135028756766,2.2518089992635413,1.1770328690356389,74.68405847922047,-5.776191014496373,-1.4955927226533035,0.4614173994320302,,,,,,,,,,,,-7.227822059687871,8.610583109684823,-3.3157016318507107,49.99999999999999,5.151305322998925,7.2686601705226295,-120.79114429641851,-2.686676451617722,-10.460439562172084,28.012144256744946,-19.712414051794898,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,905d34b7-dcd8-41fa-b73d-e9285b6fc964,83.50766707385553,5.240221357186774,3.6098806343934315,-0.9080590164517739,-3.683123495539243,74.87798181835399,2.2525788722530318,1.1717809980064944,-5.76303072956912,-1.5758402853755669,0.46121872864633323,11.876337597836471,13.969510286235518,-37.07848546709812,17.653616308648125,1630.8451325863296,-1232.4361229209392,79.78103733556603,-0.5797791077471562,-0.6029084575340621,-0.5480488829053569,,,,,,,,,,,,,,,,,0.9977374214179192,0,,,medium,high,105.88825467778332,-12.110674190410018,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
22,06/11/2025,6:46:20 PM,3,3,Landen Ray,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,1,Bottom,0,1,1,Fastball,,BallCalled,,,,,,,90.50366153743673,-2.5590931334713694,-3.9847724388377035,2311.7496005155895,206.3620220851486,1:00,4.9897164523723685,3.2742286886835177,6.0000001920000035,-16.447507456632817,18.405270716403937,6.905397111771943,1.2333355146494847,0.14027365187722454,81.18544283299019,-5.665257126990832,-2.678080726036046,0.424903416888686,,,,,,,,,,,,-5.071592074115925,10.813271130882534,-2.9531287187536224,49.99999999999999,4.771089937556733,8.908212312368263,-131.1245060793504,-6.41274967834297,-8.657523312737537,32.771637298577126,-13.71512277673244,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,b4401848-54ca-43a9-b456-4bdceb033ee0,90.76255682038637,4.992081042610172,3.2784502630758046,-2.588494300535092,-4.035327819374909,81.40008681104806,1.2321915842241462,0.1369775558826278,-5.681219641377946,-2.728225892161527,0.4247221694737988,7.381786201100928,17.517864344855248,-37.1905741682904,26.163288787980154,1841.6076218898265,-1397.37882568804,79.66293674189855,-0.7137849202454328,-0.604468072742992,-0.3537363943172854,,,,,,,,,,,,,,,,,0.9956632506052202,0,,,medium,high,113.54695990918214,3.699949838482154,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
23,06/11/2025,6:46:36 PM,3,4,Landen Ray,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,1,Bottom,0,2,1,Slider,,BallCalled,,,,,,,80.03903918537114,0.20072493610568815,-4.928753349084289,2298.2741496446606,57.67780248868164,8:00,5.01555354736732,3.952574351560636,6.0000001920000035,-41.888235015389526,2.9782395840427185,-4.099222457784624,1.7121127449418951,-0.9811123804144106,71.87922685400761,-7.694829052027771,-5.703105079610772,0.48209485367081445,,,,,,,,,,,,0.4640276270606522,1.5416724850968488,-3.5477495884093093,49.999999999999986,5.007826245871087,10.110404035687372,-115.87483831642137,-0.796760012236854,0.6142900451230825,26.96432397224039,-30.13314942142559,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,6c424205-ab2f-417c-89ca-c068490cc332,80.25851242563763,5.00797808415841,3.9559141096096653,0.2888048620953282,-4.968513744580729,72.04095893394322,1.7188153138445306,-0.9833716703171018,-7.592758091764559,-5.7370297229952225,0.4818975258282718,-3.7196498578319437,0.3861703153685598,-82.2601065623906,29.913429875013954,309.52267697206776,-2277.336114710548,13.46761338371767,0.07200860565584398,-0.9908896704349435,0.11380870677074878,,,,,,,,,,,,,,,,,0.996019625517733,0,,,medium,high,63.07791311248743,25.124642209966257,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
24,06/11/2025,6:46:52 PM,3,5,Landen Ray,,Right,Rex baseball 2025,Caleb Royer,,Left,Normal cornbelters,,1,Bottom,0,3,1,Fastball,,InPlay,,LineDrive,Single,1,1,,89.18398579060317,0.46199332405494575,-4.840359931365269,,,,4.311447502635794,3.621879841192548,6.0000001920000035,,,,1.9034162356553197,-0.8874527278475971,79.80788606791165,-5.9797424811863715,-4.840359931365335,,101.43013321636391,13.084183748723177,20.169803806308412,1878.0610365790849,44.95417800271483,100.3948298945532,16.453700029564498,221.60977805721245,,28.109782257189373,1.9736612023779831,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,16de33b0-ca08-48da-84a4-725dcca03977,89.4289533037619,4.305721739089833,3.6218798411925492,0.5296764436443788,-4.840359931365302,79.99880268389586,1.908749115222042,-0.8874527278475935,-5.899139290295443,-4.840359931365301,0.43216393019388843,,,,,,,,,,,34.0655055115895,92.73812474154155,22.962000739296933,0.7197816201518477,0.49057167115423006,1.7508892956179578,104.41421310120737,195.47011493581988,27.94976721584871,-11.957289755091354,0.0005590276576532549,0.12158005103740181,0.22013383687944865,-0.967863309073381,,,,0,0.9978858395329111,58.67055827056519,low,high,,,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
25,06/11/2025,6:47:32 PM,4,1,Landen Ray,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,1,Bottom,1,0,0,Slider,,StrikeCalled,,,,,,,82.93682520538923,0.97297696978135,-3.7111091701575813,2315.872423325548,107.49144109752632,9:30,4.940635766431019,3.8764321585389308,6.0000001920000035,-36.865494597336976,4.7601962685523205,-3.627685676924336,2.7747769958497774,0.12021220915269677,74.24949027244259,-6.005767961058095,-4.398514458865285,0.4643572704973634,,,,,,,,,,,,0.6545986892468059,2.234201290159673,-3.5716297997583166,50.000000000000036,4.9988017906605355,7.908246862361225,-120.25456424567498,0.9458440788219646,0.9342705618681795,28.825948952856642,-28.985304284530127,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,672c6bcb-62f0-4b0d-a13c-f3b40f43cd62,83.17201048464958,4.9347305649135675,3.8792103865282663,1.0423401793889513,-3.744686197466403,74.43087326934011,2.7803479947199237,0.11827471588957168,-5.921003840727559,-4.427423006552758,0.46415920154845414,-3.3082092516268125,2.495015730467005,-82.91010021727172,35.82679697403691,285.84010097067807,-2298.1645976293385,12.342653165679016,-0.037097489233135515,-0.9923537127875199,0.11771951838765746,,,,,,,,,,,,,,,,,0.9910413740311982,0,,,medium,high,57.75588272336677,35.13592908185827,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
26,06/11/2025,6:47:47 PM,4,2,Landen Ray,,Right,Rex baseball 2025,Nolan Mccrossin,,Right,Normal cornbelters,,1,Bottom,1,0,1,Slider,,InPlay,,FlyBall,Sacrifice,1,1,,81.12519113281162,1.6940037760164959,2.8365000467642387,2335.430275220041,64.05199241467622,8:15,4.909850127537464,-1.508446886395706,6.0000001920000035,-43.360525749545495,0.05629528884233537,-3.742560972870385,2.9030061766717092,-0.311796904636436,72.62600749109373,-6.252725454194795,-5.971576012405823,0.47592600214074054,85.99740699163544,23.166519367993775,5.936020133542038,2789.788863877247,18.825965322847676,108.37704102687988,39.40838893664358,292.0887603146688,,16.796211420423905,3.6645711734978694,0.18462123264497196,1.2995398473506243,-4.471006338816876,49.99999999999997,5.070319202594951,10.906270717540805,-117.3717162469088,1.6674594660901667,0.25078953339959387,27.64258368832986,-30.408754298550736,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,03b91b5a-1e19-48fb-9762-a056ab2dc188,81.34238276840998,4.901293658866476,-1.5048471345181496,1.7947022943780342,2.793105544021246,72.79720142246984,2.909265566455308,-0.31398331924483,-6.1549620279887085,-6.005046289457374,0.47573060764846886,-3.33048674499581,-2.529286805004781,-82.11038376968584,28.217197509143315,320.5728836200029,-2313.3239281825436,13.726502007849453,0.06006104607239793,-0.9905343579416368,0.12342753534701567,8.176529982091536,78.63910268641752,33.831788238460426,0.20579683816441294,2.453237562661595,3.283676549274626,84.40444956098871,279.62784696175476,58.74147753146292,32.490184543544856,0.8334319849996334,0.64066989221466,-0.0024856346689842196,-0.7678124190386273,,,0.9977533575189608,0,0.9950464829889847,48.73418902815589,medium,high,64.60452224177101,24.938248391368344,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
27,06/11/2025,6:48:25 PM,5,1,Landen Ray,,Right,Rex baseball 2025,Jackson Stanek,,Left,Normal cornbelters,,1,Bottom,2,0,0,Fastball,,Foul,,,,,,,89.55518038166895,-1.575304650492405,-5.029018622117343,2337.8356495945536,197.4520547162327,12:30,5.257885245867214,3.3033861673037865,6.0000001920000035,-17.732290188932346,17.965472930249867,3.8171159151419025,2.31008783831464,-1.0644988298305587,80.20602739421805,-4.92494503853905,-4.308543519100311,0.43002333611148313,,,,,,,,,,,,-3.774955285978564,10.255121341836976,-2.8949042678143,49.99999999999994,5.118775891735433,11.284195151023598,-129.63212440223327,-4.151630013828662,-6.289407139560859,32.37623498732224,-15.088116509128401,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,cb53e048-cc44-4352-a7fe-86811d645e6c,89.81803590394085,5.259800890849893,3.306495611076107,-1.5994974703866038,-5.066374445619224,80.42641690583247,2.3093080392360585,-1.0669710171702445,-4.935219216864698,-4.3455581950695095,0.4298328116333394,4.170005893495824,16.952045366736257,-46.030344540289455,99.2311890514464,1623.1062151336753,-1682.5580937696102,69.427729678738,-0.6623184966769269,-0.7197076039376049,-0.20821905242798378,,,,,,,,,,,,,,,,,0.9971880008657471,0,,,medium,high,0.6919298536995235,-5.41034312553077,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
28,06/11/2025,6:48:41 PM,5,2,Landen Ray,,Right,Rex baseball 2025,Jackson Stanek,,Left,Normal cornbelters,,1,Bottom,2,0,1,Fastball,,BallCalled,,,,,,,85.81122067793225,-2.7219503562285112,-4.634505027278937,1972.202633822621,223.7229919949918,1:30,5.405923609582773,2.7784212788471305,6.0000001920000035,-23.66419248459735,15.162191604826248,10.646363795021541,0.8939344584195525,-0.6510798386428676,77.16557129584035,-7.17962645665922,-2.6218548341351497,0.448471651261744,,,,,,,,,,,,-7.305426042492467,9.109659572556465,-2.406267434295716,49.99999999999992,5.169592280062274,9.73879667910123,-124.20802703339264,-6.658145073586723,-11.19599576988559,29.282097562872643,-18.212959644605917,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,88b210b3-478d-4949-bcba-52aa8baf2cd6,86.05058000565872,5.406203017030803,2.7846456212311232,-2.726385186306161,-4.709262260625198,77.36064757344538,0.8944943206869317,-0.6558185759908829,-7.1693950629476015,-2.696183515738989,0.4482897517635972,11.35412174263403,13.937508772300518,-36.81086133142277,30.82802319910464,1578.9805311054022,-1181.6952700451097,80.06177986107562,-0.5785983537895172,-0.5991753837964862,-0.5533649830305439,,,,,,,,,,,,,,,,,0.9949819942167949,0,,,medium,high,62.25477912080583,-31.735475668559925,54.667001749343996,Eli Riley,,Rex baseball 2025,2022-11
